ID_REF,GSM4190059,GSM4190065,GSM4190066,GSM4190068,GSM4190071,GSM4190078,GSM4190079,GSM4190080,GSM4190082
COLEC12,8.512483401,8.079466293,7.652645914,7.99569109,7.222019352,7.600851314,7.38602445,7.692046103,7.426263653
CR1,9.823410146,9.023032253,9.044116828,9.597909213,8.868807091,9.949161622,9.006494929,10.16589301,9.462957879
CR2,5.046047336,4.399760333,3.97769749,6.047690794,5.499401975,3.60074843,6.516027102,4.599533997,3.40162065
CREB1,10.65679742,9.920203466,9.225262524,9.251582391,9.184665866,8.85474936,9.924363344,9.303184157,9.437092841
CREB5,8.035833512,8.687498989,7.529386821,7.926475158,8.277858864,7.645572145,8.424955648,8.387481335,8.944144148
CREBBP,7.598401739,7.35207844,7.5792222,6.111258223,6.23371904,6.625253618,8.482481489,6.479674029,7.70487092
CRP,6.581770677,6.96238506,16.44054815,12.14377682,8.069268334,12.63820875,13.05000727,7.941737216,15.75275142
CSF1,6.341568009,8.774627538,8.175550637,8.190694938,8.149871505,8.027583008,8.520247433,8.70932546,8.99526413
CSF1R,7.494897691,7.42841619,7.35207844,7.012445324,7.492539086,6.807743022,6.688236429,7.058413715,7.265062073
CSF2,7.289261488,5.449148365,6.414542961,5.360341502,5.646926942,6.420728503,6.414542961,6.443242035,5.021690839
CSF2RB,9.62368639,8.462270292,8.054053283,8.806341871,8.848023332,8.870908915,8.327323137,7.941737216,8.118660168
CSF3,5.646926942,5.046047336,5.699436971,5.129773392,5.449148365,5.868685462,4.904039998,5.508900997,5.535154753
CSF3R,7.494897691,8.990299741,6.516027102,7.865145484,6.896372077,9.597909213,4.904039998,6.443242035,8.118660168
CT45A1,10.77891356,9.319270781,12.5961492,10.01009687,9.072228584,12.48016955,10.09052434,10.27942875,10.5120467
CTAG1B,10.74637584,10.85128361,4.586295185,3.97769749,4.280123657,3.967596465,7.270193827,4.150219411,4.349460793
CTAGE1,8.415640316,8.199276247,7.720596522,7.730247892,7.717057744,7.554066194,8.392605993,8.723576294,8.19498556
CTCFL,12.54218813,8.437791936,8.023783907,7.564639702,7.879518315,7.581386965,8.570506867,8.915118559,8.6060964
CTLA4,8.023783907,8.337182927,7.735747086,8.2725823,8.018607172,8.599798071,7.658986854,7.983991232,7.472660372
CTSG,8.162842098,6.87450956,7.309936675,6.364464373,7.180009982,7.184974663,7.900171441,7.430568728,6.839183437
CTSH,8.63992987,9.290773059,11.77554511,10.49845654,10.86511502,11.88133891,10.47072146,10.95901651,11.90414044
CTSL,8.115762961,11.15131971,10.5472852,9.95431099,10.01990331,10.99691617,10.35359732,9.697918214,11.3209348
CTSS,10.09052434,10.2095304,10.62209028,11.7359146,11.27525845,12.14377682,10.41186098,11.19766951,10.72001538
CTSW,8.083648089,6.420728503,7.02277609,7.046419806,7.252807408,7.745477395,7.046419806,6.758142514,6.130766139
CX3CL1,7.703293496,8.85474936,8.196948969,9.015613595,8.742550382,8.796362326,9.139593148,9.176168402,8.542384025
CX3CR1,8.001291711,7.758133783,7.898477416,8.6060964,7.678829419,8.104981422,7.900171441,8.188367725,7.974772864
CXCL1,7.810381271,7.320452483,7.5792222,8.612440184,8.193022151,7.155659982,6.823952225,7.740425178,9.349242378
CXCL10,6.886767175,8.218186882,7.091666564,7.797751506,9.063804102,8.427236788,8.520247433,10.65679742,8.957669411
CXCL11,7.920641094,7.770206633,6.942815104,7.642248077,8.033618104,7.701716073,7.900171441,9.965420932,8.405146305
CXCL12,6.674481408,9.329577109,8.567752371,9.256964736,10.3169505,9.358459913,3.897041924,7.850180552,8.510721405
CXCL13,5.289421913,7.320452483,3.97769749,7.598401739,6.741490131,6.280948348,3.897041924,4.84407437,3.239394553
CXCL14,8.503062167,7.745477395,7.544277655,8.10735104,8.796362326,8.1670553,7.939463509,7.916669198,7.58355173
CXCL16,6.526338062,9.349242378,9.22087834,8.767458951,9.006494929,9.76740385,9.034018071,7.320452483,8.870908915
CXCL2,8.172726116,8.762588489,9.666715823,9.697918214,10.47072146,8.820323195,9.478792662,10.49845654,12.391275
CXCL3,7.613182096,8.206082676,6.992958639,7.618386956,6.942815104,7.806078494,7.694959093,8.32372006,9.10655086
CXCL5,7.42841619,6.364464373,6.479674029,7.063266318,6.068565187,6.375660584,6.294694527,7.028108429,6.625253618
CXCL6,7.977229491,7.180009982,7.123177014,9.462957879,8.712784521,7.372360807,7.445595336,8.465076388,8.031402696
CXCL9,10.04105357,9.76740385,8.635249075,9.004100508,9.103242314,11.0474582,8.825782692,9.409677282,8.454532321
CXCR1,8.395258851,7.398744772,7.404721572,7.494897691,6.581770677,7.564639702,7.38602445,7.717057744,7.642248077
CXCR2,9.072228584,8.093979861,7.626883932,7.564639702,7.476908701,7.547510946,7.213215356,8.292594522,8.429517928
CXCR3,7.169872305,6.992958639,7.259981948,7.202225376,7.505250909,8.083648089,6.823952225,6.758142514,6.334851504
CXCR4,10.27942875,10.19572853,10.22025013,11.08864468,10.55366783,9.796830767,8.756816672,9.4458642,10.12327029
CXCR5,8.050937975,6.807743022,7.202225376,7.028108429,6.581770677,6.241890103,6.99701078,6.496818428,6.81644691
CXCR6,7.876107198,7.770206633,7.682067339,8.412194647,7.735747086,8.681447534,7.5879601,8.075305522,7.792191597
CYBB,7.743271006,9.275994207,8.596886053,9.572764186,9.103242314,9.689986154,8.069268334,8.70932546,8.638274971
CYFIP2,8.548718255,8.287717698,10.13866538,9.082440928,8.586457857,10.101207,7.847959304,9.595154223,10.16589301
CYLD,9.912841997,9.851878707,9.282655168,9.437092841,10.13043429,9.842755799,10.65679742,9.548921111,9.251582391
DDX43,7.855615013,7.698337583,6.272948925,6.896372077,7.395812979,6.595352333,8.102611804,6.831567831,8.459464195
DDX50,9.891644702,9.796830767,9.386742806,9.322660362,9.044116828,9.452832552,9.965420932,9.099933768,9.702296715
DDX58,6.973530142,7.918772366,7.222019352,7.541044364,8.833573191,7.414976932,9.327813526,8.252629718,8.376420456
DEFB1,7.598401739,6.74783985,7.369842774,7.228158645,8.399225734,6.851768437,5.769951415,6.758142514,9.309944821
DHX16,8.875147527,10.57242427,9.143175425,8.420666121,9.056789215,8.12916694,10.18302647,9.184665866,8.490039347
DMBT1,5.84374654,4.399760333,9.084617537,5.713983513,4.805644901,7.916669198,7.046419806,4.713671039,7.685305259
DNAJC14,8.767458951,8.190694938,9.015613595,8.146493393,7.863218563,7.600851314,8.99526413,8.062388587,8.090340959
DOCK9,9.714679171,9.176168402,9.072228584,9.499609376,8.687498989,7.926475158,9.790396977,9.200772632,8.652977873
DPP4,4.565942183,6.294694527,9.466589596,8.674921176,9.851878707,10.05203166,10.27942875,10.5120467,10.6708669
DUSP4,7.633800573,8.66910757,7.259981948,7.745477395,7.358713436,7.685305259,7.445595336,7.358713436,7.605397443
DUSP6,10.57242427,11.68159315,10.56005047,9.561104222,9.865562831,9.806821438,9.572764186,9.62368639,10.38853234
EBI3,4.756876966,5.617059848,4.498260144,4.731162769,4.731162769,4.696179308,3.897041924,5.207823227,5.617059848
ECSIT,8.337182927,9.200772632,9.4458642,8.424955648,8.883525312,8.580551883,9.349242378,8.68881146,9.842755799
EDC3,10.5120467,9.309944821,9.865562831,9.242497852,8.903192067,8.840544745,9.796830767,9.275994207,9.329577109
EGR1,8.666039058,7.865145484,8.083648089,9.023032253,8.703996145,8.449043594,7.808229883,8.252629718,7.949610018
EGR2,7.963741311,7.283478003,7.88554341,7.861291642,7.961186191,8.315532186,7.541044364,7.058413715,7.155659982
EIF2B4,10.05203166,10.83337207,10.06208609,9.312096675,9.64291886,9.564466046,9.965420932,10.18302647,10.00407001
ELANE,3.702382975,4.234301103,4.586295185,4.128973588,4.364499911,3.371364915,3.617594707,4.364499911,5.360341502
ELK1,7.169872305,8.122596786,8.471341873,7.730247892,7.283478003,6.762095459,9.046199812,7.492539086,8.366327905
ENG,7.058413715,8.589329134,9.036490546,10.22025013,10.22025013,9.225262524,8.287717698,9.031545596,8.413917482
ENTPD1,8.102611804,8.018607172,7.765591259,8.66910757,8.542384025,8.462270292,8.424955648,7.717057744,8.277858864
EOMES,6.618336915,6.668294945,6.163571535,6.662108482,6.102441036,6.301114785,5.937482809,6.210959664,5.868685462
EP300,10.85128361,10.6708669,9.344169744,9.855668592,10.14985354,9.755919087,10.40207421,9.452832552,10.3169505
EPCAM,11.51571174,8.035833512,9.349242378,7.393598859,9.790396977,9.314248528,6.294694527,7.845738055,10.30213141
ERCC3,10.87955928,9.270430804,9.392829244,8.900452529,8.471341873,8.395258851,9.466589596,9.158554692,8.633878079
ETS1,8.437791936,9.163751781,9.813662754,10.29068241,10.2508849,10.13043429,9.034018071,9.327813526,9.28801033
EWSR1,13.30997293,11.25181995,10.34277445,11.30411302,10.83337207,10.44402172,11.44549134,10.9377498,10.41186098
F12,8.224129809,9.891644702,11.25181995,10.01990331,11.47025424,11.30411302,11.22088754,11.75365188,11.83672428
F13A1,9.971381506,9.865562831,9.314248528,9.982375339,9.652341167,8.933852386,8.92295585,9.928523222,9.64291886
F2RL1,8.695441096,6.420728503,8.071263251,7.573281131,8.018607172,7.240449103,9.254273564,9.409677282,7.401676564
FADD,6.924713094,7.937189802,7.449304149,6.420728503,7.541044364,6.475726672,8.650394976,7.615784526,7.605397443
FAS,6.102441036,5.251387517,6.210959664,5.270404715,5.854885158,5.594139875,6.414542961,5.769951415,2.349687561
FCER1A,4.756876966,4.696179308,5.289421913,5.713983513,7.603300889,4.782591163,4.364499911,5.508900997,5.535154753
FCER1G,9.040303687,13.47346253,8.860274812,9.842755799,9.62368639,10.19572853,8.612440184,8.650394976,9.079920614
FCER2,4.612772809,4.08091841,4.150219411,5.207823227,4.696179308,4.364499911,5.584365175,4.599533997,4.25721238
FCF1,13.97839053,12.4427271,11.5413939,12.10886503,11.90414044,11.97459186,12.63820875,12.69274229,12.10886503
FCGR1A,7.34124641,7.283478003,7.5792222,8.15553276,7.222019352,8.083648089,8.299897128,8.144646964,8.354381098
FCGR2A,9.11937568,10.01009687,9.604057489,10.11028446,9.747586975,10.01009687,9.236075246,10.11028446,9.702296715
FCGR2B,8.471341873,8.536918826,8.162842098,8.878046736,10.59381062,8.248323684,9.015613595,8.633878079,8.26329387
FCGR3A,9.060296658,10.38853234,9.682321395,9.813662754,9.604057489,10.37422105,9.20841465,10.05203166,9.851878707
FEZ1,9.806821438,9.371494204,8.596886053,9.747586975,8.66910757,8.550381393,8.424955648,8.622068775,8.583586579
FLT3,8.218186882,7.208767732,6.019226649,6.918966841,6.896372077,6.565691687,7.445595336,7.863218563,6.483621386
FLT3LG,8.35697221,7.55078857,8.739783326,8.333250409,8.35876657,8.371697779,8.371697779,7.701716073,7.58355173
FN1,13.8023746,16.44054815,13.97839053,13.87475092,14.9235035,13.36300877,14.65435826,14.20277655,13.47346253
FOS,10.59381062,10.45537563,9.592399233,11.62409744,10.01009687,10.59381062,8.354381098,9.897779959,10.14985354
FOXJ1,6.924713094,5.956982723,4.294074357,5.551909487,3.483829652,4.457619139,5.419895743,4.150219411,3.40162065
FOXP3,7.623672461,7.596482225,7.977229491,7.411371756,7.726580962,7.694959093,7.900171441,7.505250909,7.838748076
FPR2,6.793423129,6.891569626,7.049990459,7.184974663,6.807743022,7.293919328,6.595352333,7.22409094,7.726580962
FUT5,8.29015611,7.42841619,8.175550637,7.151081458,7.372360807,8.027583008,8.102611804,6.918966841,7.372360807
FUT7,7.036163105,8.612440184,6.700598933,5.777662793,8.883525312,6.87450956,6.99701078,6.35924329,7.898477416
FYN,11.44549134,9.236075246,8.612440184,9.158554692,8.950012195,9.139593148,8.252629718,8.32372006,8.040746245
G6PD,8.00963711,11.49510384,8.739783326,10.30213141,8.647812078,8.636620071,9.303184157,9.28801033,8.750195754
GAGE1,6.618336915,6.328135,6.102441036,6.317835022,5.449148365,5.740347914,8.636620071,7.245581048,7.77184593
GATA3,7.472660372,6.241890103,6.700598933,5.793150662,6.526338062,6.741490131,6.125420774,5.937482809,6.059608642
GNLY,8.657933395,7.914566029,7.869504377,6.077521732,7.630095403,7.35207844,7.808229883,7.194492835,6.483621386
GPATCH3,8.681447534,8.6060964,7.286369745,7.419642673,8.081557191,7.467407138,9.079920614,7.882929432,7.317221558
GPI,12.02478334,12.78558561,12.05114726,11.10580396,10.32664048,11.15131971,12.48016955,10.64937064,12.9231644
GTF3C1,11.88133891,10.62209028,9.903915217,9.689986154,9.842755799,9.49634286,10.17255535,10.06208609,8.886104679
GUSB,8.80400573,9.781598548,10.18302647,8.684473261,10.17255535,9.512521462,10.53520036,9.572764186,10.12327029
GZMA,7.911323889,8.134779636,8.337182927,8.429517928,8.142800535,9.891644702,7.5879601,8.203843101,7.596482225
GZMB,7.843343153,7.663758768,7.969582816,7.467407138,7.252807408,8.292594522,7.900171441,7.289261488,7.250712993
GZMH,7.305882718,7.095447866,7.259981948,6.733396408,7.160179645,8.231745867,7.175045302,7.34124641,7.078744173
GZMK,7.692046103,8.687498989,7.70487092,8.302961408,8.66045197,9.200772632,7.658986854,8.583586579,8.26329387
GZMM,6.618336915,5.929787973,7.460179031,5.910902353,6.280948348,6.163571535,5.289421913,6.317835022,6.381635712
HAMP,5.379811646,4.920550722,6.341568009,4.202958247,10.44402172,6.019226649,4.150219411,3.60074843,6.559468919
HAVCR2,7.487617425,7.974772864,7.958631071,8.320116984,7.972316238,8.833573191,8.031402696,8.104981422,8.003568237
HCK,11.08864468,9.015613595,8.720928401,8.92295585,8.894852699,9.254273564,8.66045197,8.446947651,8.220642815
HDAC3,9.597909213,9.548921111,9.781598548,9.293535789,9.380835365,9.548921111,10.13043429,9.673969563,9.673969563
HLA-A,12.4427271,13.58387453,12.07754452,12.29462228,13.58387453,13.8023746,13.47346253,12.07754452,11.75365188
HLA-B,13.58387453,12.63820875,12.48016955,12.54218813,13.05000727,13.58387453,13.30997293,11.80751257,11.0777392
HLA-C,11.94090831,11.62409744,11.65049586,12.391275,12.07754452,12.34539454,13.87475092,11.34178904,11.36840484
HLA-DMA,9.755919087,9.859458477,10.26213034,10.62209028,9.993066229,11.57622378,9.139593148,11.22088754,9.364284756
HLA-DMB,9.877791284,9.499609376,9.251582391,9.666715823,9.462957879,10.56005047,8.66045197,9.422649829,8.843508191
HLA-DOB,8.890478689,9.097545063,7.911323889,8.344176299,8.371697779,7.941737216,7.847959304,8.274556926,7.992366994
HLA-DPA1,9.613770183,10.74637584,10.9377498,11.17592642,11.19766951,12.05114726,9.158554692,10.68228926,9.545455379
HLA-DPB1,9.011054262,10.60971728,11.0474582,11.5413939,11.44549134,12.20207474,8.99526413,10.62209028,9.509357722
HLA-DQA1,10.68228926,4.08091841,3.15399154,12.5961492,3.825212863,11.44549134,9.229718347,4.477939642,5.251387517
HLA-DQB1,7.663758768,3.276055353,3.609171568,10.56005047,3.60074843,9.714679171,8.102611804,3.40162065,4.904039998
HLA-DRA,11.62409744,12.14377682,12.391275,13.13313361,12.5961492,14.42240893,9.777469211,12.24600004,10.97811082
HLA-DRB3,13.22134834,12.24600004,11.7359146,12.69274229,12.34539454,13.13313361,10.76782179,12.48016955,10.60971728
HLA-DRB4,8.875147527,3.777969101,3.15399154,3.431876385,3.742140789,4.041127994,4.150219411,3.967596465,8.069268334
HLA-E,11.39669916,13.13313361,11.80751257,12.07754452,12.29462228,12.54218813,11.75365188,11.36840484,11.03094982
HLA-G,6.328135,10.35955878,9.656009836,8.870908915,10.34277445,10.49845654,9.452832552,9.470221313,9.524757228
HMGB1,12.63820875,11.94090831,10.95901651,11.80751257,11.22088754,11.75365188,11.59853674,11.90414044,11.49510384
HPRT1,9.20841465,10.90334059,10.29068241,11.06683372,9.406813051,10.27942875,9.924363344,8.998485108,9.916522732
HRAS,7.36324055,7.961186191,8.26329387,7.278645263,7.541044364,5.929787973,8.550381393,7.585755915,8.134779636
HSD11B1,4.565942183,4.586295185,12.9231644,9.364284756,9.015613595,7.175045302,10.81824678,12.4427271,11.70774708
ICAM1,9.215484135,10.11028446,10.40207421,10.22893157,9.949161622,9.349242378,9.068016343,8.950012195,11.62409744
ICAM2,8.712784521,8.395258851,8.274556926,8.248323684,8.752450911,8.172726116,8.126243288,7.794971552,7.441886523
ICAM3,8.796362326,9.928523222,9.28801033,9.422649829,10.52223285,8.975056709,9.273212505,9.349242378,10.56005047
ICAM4,8.429517928,6.851768437,8.558403842,6.662108482,7.331781807,7.467407138,5.584365175,7.095447866,9.184665866
ICOS,8.907886838,8.35697221,8.003568237,8.044284456,7.758133783,8.270607674,7.733914822,8.500078739,8.069268334
ICOSLG,7.713518966,9.001706086,8.900452529,8.124420037,8.1670553,7.797751506,8.126243288,7.898477416,9.200772632
IDO1,7.900171441,8.35697221,8.079466293,7.661578093,7.642248077,8.570506867,8.126243288,8.055879169,7.204320108
IFI16,7.797751506,8.622068775,9.398337649,9.865562831,9.282655168,9.4458642,8.188367725,9.392829244,8.767458951
IFI27,9.813662754,9.557742399,12.24600004,10.68228926,14.20277655,10.22893157,11.70774708,14.65435826,9.813662754
IFI35,7.194492835,9.689986154,9.706675215,9.10655086,9.358459913,8.473448975,9.865562831,9.813662754,9.652341167
IFIH1,7.26762795,7.232226351,8.940513086,8.385009535,8.616685363,8.210846098,8.482481489,9.429981283,8.813421627
IFIT1,6.812094966,8.054053283,8.023783907,8.366327905,9.1524985,9.813662754,9.215484135,9.484165839,9.239286549
IFIT2,8.759702581,8.413917482,8.376420456,8.029492852,8.512483401,8.454532321,9.111959867,8.213288523,8.936882024
IFITM1,7.78517468,8.837581298,11.10580396,9.95431099,10.41921461,9.882000641,8.636620071,10.53520036,9.11937568
IFITM2,13.05000727,10.77891356,12.54218813,12.48016955,11.5413939,11.83672428,11.3209348,12.02478334,11.88133891
IFNA1,7.326666306,7.535096719,5.563249981,6.448462477,5.891098668,7.745477395,8.287717698,8.018607172,8.162842098
IFNA17,9.189719614,8.813421627,8.023783907,9.484165839,8.001291711,9.724272107,9.254273564,9.828214045,9.376164784
IFNA2,7.398744772,7.782621462,6.163571535,6.662108482,6.250061165,7.326666306,8.424955648,8.090340959,8.054053283
IFNA7,10.60971728,9.592399233,8.68881146,9.928523222,8.720928401,10.35359732,9.751753031,10.56005047,9.903915217
IFNA8,7.613182096,7.865145484,6.460621562,6.987129698,6.651770756,7.278645263,8.745245489,8.126243288,8.031402696
IFNAR1,8.312372658,9.264969899,9.329577109,8.726224188,8.774627538,8.363444417,9.336385183,8.681447534,9.319270781
IFNAR2,10.47072146,10.63705195,10.35955878,10.90334059,11.01400126,10.18302647,10.70347019,10.46304855,10.37422105
IFNB1,8.067273418,7.966849395,6.590566323,7.952947983,6.868874478,7.618386956,8.327323137,8.577517186,8.270607674
IFNG,8.536918826,8.239098371,7.82073321,7.838748076,7.411371756,8.146493393,8.482481489,8.739783326,8.767458951
IFNGR1,10.13866538,9.873581926,9.847317253,10.17779091,9.982375339,10.00407001,9.751753031,11.57622378,10.27942875
IFNL1,5.594139875,5.574590475,4.756876966,4.457619139,5.232331163,4.8594501,8.215730949,5.68489043,5.824019851
IFNL2,11.0474582,8.424955648,8.787724975,8.054053283,8.395258851,8.76502372,7.770206633,8.674921176,7.806078494
IGF1R,12.391275,8.49709531,8.92295585,9.229718347,8.936882024,8.897652614,8.215730949,8.43503057,9.790396977
IGF2R,10.07588299,10.68228926,10.13043429,9.714679171,9.833017943,9.959460357,10.85128361,9.793613872,9.806821438
IGLL1,7.00106292,4.399760333,5.328154524,4.545589181,4.599533997,5.379811646,5.289421913,5.379811646,4.457619139
IKBKB,8.180436862,8.536918826,8.235422119,8.224129809,8.80166959,8.933852386,8.975056709,9.052536005,7.858453327
IKBKE,9.011054262,8.960525779,8.647812078,8.99526413,8.843508191,8.897652614,8.534038949,8.92295585,8.674921176
IKBKG,8.296832848,9.604057489,9.557742399,10.35359732,8.975056709,8.950012195,10.03000856,10.5472852,8.977755459
IL10,4.234301103,4.991039149,4.349460793,4.202958247,4.017996205,4.457619139,4.904039998,4.364499911,4.633922667
IL10RA,9.163751781,9.146757702,8.712784521,9.322660362,9.557742399,9.647630014,8.069268334,8.866705267,8.85474936
IL11,6.896372077,5.713983513,6.992958639,6.130766139,6.068565187,6.762095459,5.129773392,6.479674029,6.047690794
IL11RA,8.650394976,9.044116828,8.337182927,7.525490476,8.957669411,9.015613595,9.837886871,8.157815904,9.634404303
IL12A,4.399760333,4.633922667,4.379539029,3.917032847,4.419981636,3.897041924,5.419895743,4.419981636,4.457619139
IL12B,7.82073321,7.900171441,7.487617425,7.633800573,7.665939443,7.879518315,8.007656684,8.731675453,8.118660168
IL12RB1,10.45537563,8.246054343,8.206082676,7.694959093,8.270607674,8.270607674,7.963741311,8.104981422,7.570664717
IL12RB2,6.758142514,6.74783985,6.375660584,6.754189569,6.775103554,6.145747505,7.502649071,7.245581048,7.372360807
IL13,8.344176299,7.058413715,7.682067339,6.662108482,7.505250909,7.850180552,7.445595336,7.160179645,7.012445324
IL13RA1,9.149628101,10.2508849,11.44549134,11.70774708,10.95901651,10.48001738,12.10886503,11.59853674,11.68159315
IL13RA2,5.988548312,6.053649718,6.068565187,6.496818428,5.617059848,5.832607922,6.94728214,6.891569626,7.630095403
IL15,8.552044532,7.845738055,8.536918826,7.944004634,7.891937288,7.53224177,7.694959093,8.825782692,7.499952683
IL15RA,9.457895215,8.627124421,9.536122474,9.0774003,9.218181238,9.329577109,8.069268334,8.833573191,9.293535789
IL16,8.479018783,8.593974036,8.747940597,9.634404303,9.048282796,9.484165839,8.482481489,8.520247433,8.68881146
IL17A,3.457853018,3.897041924,4.294074357,3.812246973,3.371364915,3.047905216,3.047905216,3.60074843,4.904039998
IL17B,6.241890103,4.805644901,5.937482809,4.696179308,4.8594501,5.232331163,3.047905216,5.40498677,3.72762446
IL17F,8.774627538,8.716856461,7.911323889,7.745477395,7.810381271,8.044284456,8.392605993,8.662970546,8.737016271
IL17RA,8.695441096,8.825782692,7.792191597,8.482481489,8.564997875,8.220642815,8.825782692,8.242576357,9.060296658
IL17RB,10.03000856,10.23712629,9.564466046,10.14985354,10.55366783,9.823410146,9.319270781,9.582301057,10.13866538
IL18,9.149628101,8.687498989,8.363444417,8.503062167,8.806341871,9.309944821,8.451787957,8.633878079,8.599798071
IL18R1,6.953146366,6.96238506,7.773976538,7.855615013,7.492539086,7.115580508,7.345608485,7.145319467,7.828953368
IL18RAP,7.472660372,6.341568009,7.02277609,7.671547799,6.375660584,7.115580508,6.516027102,7.245581048,6.803238816
IL19,3.105249327,3.276055353,3.15399154,4.308025058,3.647368099,4.364499911,4.364499911,4.150219411,5.360341502
IL1A,7.317221558,7.041291455,6.394673207,7.5792222,6.210959664,7.254901822,7.5879601,7.768567335,7.720596522
IL1B,9.242497852,8.510721405,8.500078739,7.792191597,7.863218563,8.075305522,7.847959304,8.933852386,8.344176299
IL1R1,7.21658156,9.806821438,9.928523222,9.406813051,9.422649829,9.344169744,9.493076344,9.521238838,10.0802362
IL1R2,8.031402696,8.333250409,8.531159072,7.720596522,7.918772366,7.726580962,8.215730949,7.926475158,8.465076388
IL1RAP,7.920641094,9.079920614,10.2095304,9.806821438,9.761661468,10.22025013,9.64291886,9.344169744,8.712784521
IL1RAPL2,7.02277609,7.663758768,6.839183437,7.358713436,7.302229943,6.611420213,7.658986854,8.120628477,8.570506867
IL1RL1,7.585755915,7.723588742,6.633343324,7.00106292,7.331781807,6.328135,7.694959093,7.585755915,7.858453327
